d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp900556535,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp018265835,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900556145,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp900772725,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NSJ-62;s__NSJ-62 sp018919205,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp017527825,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp902760845,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA2658;s__UBA2658 sp009929315,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus aquaticus,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Filimonas;s__Filimonas zeae,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter gallistercoris,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__WRJS01;s__WRJS01 sp009777165,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SP197;f__SP197;g__MPMV01;s__MPMV01 sp002238685,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Herbivorax,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SP197;f__SP197;g__MPMV01,C00019_SAM+,C00024_Acetyl CoA,C00041_Ala,C00043_UDP-N-acetylglucosamine,C00106_Uracil,C00148_Pro,C00170_5-Methylthioadenosine,C00179_Agmatine,C00214_Thymidine,C00253_Nicotinate,C00295_Orotate,C00327_Citrulline,C00385_Xanthine,C00407_Ile,C00429_Dihydrouracil,C00430_5-Aminolevulinate,C00864_Pantothenate,C02630_2-Hydroxyglutarate,C02989_Methionine sulfoxide,C05607_3-Phenyllactate,C07044_Hydroxyurea,C09815_Benzamide
1.2961103387180336e-05,9.32983725096615e-06,5.220394484933661e-05,9.905087331950576e-06,0.00010523481169008831,2.8762504049221275e-06,2.103258108599306e-06,2.9805144821005543e-05,1.2583595521534306e-06,1.330265812276484e-06,0.0,8.269219914151116e-07,0.0,4.134609957075558e-07,2.8788581691455237e-05,0.0081563538778584,1.2501676005939546e-06,3.9935909463418e-07,49.36713738,109.094709,3277.83184,107.8519168,0.0,713.1397832,13.51288778,20.7341494,178.9160434,0.0,0.0,370.2773326,0.0,275.0943141,31378.73884,11.56274567,0.0,290.085712,122.475811,0.0,71.31252463,0.0
1.2549883959309106e-05,3.988155543920386e-06,3.4503033742357105e-05,4.097921292835626e-06,0.00013951226687127,1.939194897502573e-06,1.4635433188698665e-06,2.323375018705913e-05,4.024744126892133e-07,7.317716594349332e-07,0.0,2.85390947179624e-06,0.0,5.854173275479466e-07,2.1895016053012008e-05,0.0041816032627228,2.8618682399999946e-06,1.0344102072289137e-06,55.17040582,105.0352427,4400.695491,94.24518723,0.0,1291.592528,34.09493638,28.07702495,0.0,0.0,0.0,624.3936769,0.0,2122.111614,40936.16426000001,60.10851508,0.0,495.6327251,70.63383557,0.0,75.86982611,0.0
4.540915595623249e-06,7.856504760681495e-06,5.560819654005296e-05,6.162671165488696e-06,0.0003260809865809457,3.0272770637488327e-06,1.0090923545829444e-06,1.2829888508268864e-05,0.0,3.603901266367658e-07,0.0,2.1263017471569183e-06,0.0,0.0,1.1756962838321056e-05,0.0065272940369179,2.080586120264681e-06,0.0,11.82994544,42.72624791,1967.540919,0.0,0.0,1328.761341,31.45663779,25.49107778,0.0,0.0,0.0,280.5532545,0.0,155.6760456,77801.60177000001,0.0,0.0,451.9124137,54.70863071,0.0,78.00877339,0.0
0.0,5.216676392869985e-07,8.346682228591976e-06,0.0,5.338398842036952e-06,0.0,0.0,5.025398258464753e-06,0.0,1.3215580195270631e-06,0.0,6.138289222277016e-06,2.9561166226263255e-07,6.781679310730982e-07,4.758953959524619e-06,0.0001628253866843579,1.1082269947266671e-05,6.422117800050524e-07,27.15245813,166.76332230000003,2998.90866,140.7138301,0.0,666.2353433999998,8.1482939,34.22103970000001,0.0,0.0,0.0,337.17604710000006,0.0,243.0183548,43721.21804,23.69952155,0.0,297.8591693,77.26680999999998,0.0,75.38024487,0.0
8.055193831445514e-06,5.647552870755158e-06,3.388531722453095e-05,5.796172683143452e-06,0.00026400823472656483,2.615708698033968e-06,2.1995732233467457e-06,1.0700626491957142e-05,4.7558339964253963e-07,6.242032120308333e-07,0.0,4.131630784394563e-06,2.972396247765873e-07,9.511667992850792e-07,1.0234408610526368e-05,0.0046038634267068,3.269324972807034e-06,9.09725209824566e-07,54.53603878,89.72504856,2943.549261,81.15152285,0.0,1427.712885,17.25860878,90.5761256,0.0,329.5944292,0.0,530.0224059,0.0,359.6431192,46133.49528,20.81625145,54.32725322,832.3222473,146.7366855,0.0,58.95518953,0.0
1.331006499580984e-05,2.980115181451763e-05,6.84338247426072e-05,1.144749300740249e-05,0.0001695359064953703,2.595044118679906e-06,3.8088550774172815e-06,2.908960745939572e-06,8.371110060257762e-07,1.2138109587373755e-06,0.0,2.46947746777604e-06,2.929888521090217e-07,3.348444024103105e-07,2.780049818492748e-06,0.0122074987583777,6.200111105991019e-07,3.200057345027623e-07,99.2173391,99.66728908,13148.13276,202.5885686,696.3110899000003,1310.243185,17.58397856,20.65484812,304.1033248,384.5993708,0.0,836.1676036,204.1365057,3561.215178,39386.66321,29.7467527,284.2730605,619.129907,181.7625283,311.7812619,67.2539114,0.0
6.916827419860179e-07,0.0,8.084042046961584e-06,2.593810282447567e-07,0.00012171454750385208,5.836073135507026e-07,0.0,3.67456456680072e-07,3.026111996188828e-07,1.5779012551556033e-06,1.880512454774486e-06,3.998790852106666e-06,0.0,5.187620564895134e-07,3.559217017479148e-07,0.0007009354501657905,5.024776965852913e-07,5.024776965852913e-07,31.63714343,0.0,1202.662761,0.0,0.0,780.5428198,13.71817856,9.13424037,222.3615204,287.9965325,0.0,370.2826967,0.0,121.412932,809.9522429,8.521554553,0.0,321.79338,81.41723126,0.0,0.0,807.8854002999999
0.0,6.331687299096304e-07,5.738091614806026e-07,3.165843649548152e-07,4.392608063748061e-06,0.0,0.0,1.8599331441095397e-06,2.374382737161114e-07,1.0684722317225013e-06,0.0,5.560012909518942e-06,2.1765175090643546e-07,4.5509002462254694e-07,1.7961553600247242e-06,8.589062067352272e-05,1.0891580374618008e-05,4.394848221337091e-07,75.79416686,0.0,3523.861752000001,46.33208656,0.0,1434.589202,18.48056629,58.7807389,0.0,0.0,0.0,432.8119033,0.0,270.77758900000003,48677.46992,12.79117913,0.0,417.286025,118.1122918,0.0,109.2798855,0.0
0.0,0.0,0.0,0.0,2.508697001513252e-06,0.0,0.0,0.0,0.0,1.301981988127131e-06,0.0,2.635719634501265e-06,0.0,3.493122407170351e-07,0.0,2.257498650338307e-05,1.062713650363339e-05,5.221425449762071e-07,59.35029518,0.0,3338.712105,87.85790457,0.0,1250.42351,14.55148374,0.0,245.4739681,70.63567890000002,0.0,628.3829654,0.0,227.1565941,1028.745485,21.52572404,110.3997693,3687.189094,77.96359926,0.0,0.0,1054.697759
3.0794144196944747e-06,5.987750260517034e-07,1.5111941133685849e-06,1.1120107626674492e-06,5.759645488687814e-06,0.0,1.995916753505678e-06,1.4826810168899324e-06,4.2769644717978817e-07,1.5397072098472371e-06,0.0,9.837018285135127e-06,7.698536049236187e-07,5.987750260517034e-07,1.4093649591216403e-06,0.00011803431532643738,4.20099170507412e-06,5.691666181068163e-07,52.63525453,24.54433609,4610.471782,74.31781251,118.7071025,1592.566482,49.41789275,61.92761379999999,0.0,370.3744362,0.0,724.8383411,0.0,847.3557649,49203.66466,111.9933692,43.06423285,1777.8260280000006,159.0597243,0.0,119.11713629999998,0.0
